name,area,climb_info,region,description,number_of_votes,grade,protection,url,areaurl,average_rating,location,grade_num,toprope,sport,trad,alpine,ice,aid,pitches,length,yes,no,anchor,arete,awkward,block,bolt,boulder,bulge,broken,canyon,buttress,chains,chimney,classic,clean,corner,crack,crimps,crux,difficult,dihedral,exposure,face,finger,flake,gully,hand,jug,ledge,lip,jam,ledge.1,notch,moderate,ridge,vertical,horizontal,mantle,offwidth,overhang,pillar,pocket,protect,ramp,rappel,roof,scramble,seam,slab,sloper,solid,stance,steep,stemming,sustained,technical,tower,traverse,undercling
Skull Cracker,The Grindstone,"Boulder, 10'",Alaska,"Another great route that we really enjoyed, this one runs up some cracks created by quartz formations in the rock, small little finger holds and ittsy bitsy spots for footing, towards the top the hand holds are solid and you can get your feet in the crack to push for the crown. Again I want to stress that you need to trust your spotter, this route is above some nar nar talus, a little intimidating when your look down for your foot holds ;),Find it on glacier side of the boulder, start off the talus with your initial footing a step up so once again the commitment is made and your spotter has got your back, from the step up you are on some small little finger holds, shoot up and slightly right as you follow the crack and once you get your foot in it you should be in position to push up to the top and over.,,",1, V3,"Spotter, Pads",http://www.mountainproject.com/v/skull-cracker/108257034,mountainproject.com/v/the-grindstone/108256006,3.0,"Find it on glacier side of the boulder, start off the talus with your initial footing a step up so once again the commitment is made and your spotter has got your back, from the step up you are on some small little finger holds, shoot up and slightly right as you follow the crack and once you get your foot in it you should be in position to push up to the top and over.,,",,0,0,0,0,0,0,,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Open Project 5.13,Byron Glacier Wall,"Sport, 1 pitch, 90'",Alaska,"This project starts on a slab with the first bolt being 18' high, just above a white and gray mineral deposit that can offer some foot friction. Use two right trending sloping cracks before getting on to a featherless smooth section of steep climbing. There is a quick link on the third bolt. Continue up and left up a very blank wall to try and complete this open project.,After crossing the stream and debris pile on the approach trail continue up valley a few hundred yards. The main wall is the lowest rock formation on the mountain and is made of a smooth, triangle shape cliff. Scramble to the base of the arete and look up to see the first bolt of Crisco Kid. Walk right along the base of the rock to the fifth route. Look for a bail quicklink on the third hanger.,,",0, 5.13,"8 bolts, 2 bolt anchor",http://www.mountainproject.com/v/open-project-513/109128216,mountainproject.com/v/byron-glacier-wall/108973037,1.0,"After crossing the stream and debris pile on the approach trail continue up valley a few hundred yards. The main wall is the lowest rock formation on the mountain and is made of a smooth, triangle shape cliff. Scramble to the base of the arete and look up to see the first bolt of Crisco Kid. Walk right along the base of the rock to the fifth route. Look for a bail quicklink on the third hanger.,,",13.0,0,1,0,0,0,0,1.0,90.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Marksalot,Byron Glacier Wall,"Trad, 1 pitch, 55'",Alaska,"Marksalot starts 20' left of a slab face. Climb a thin crack with good hand holds to a ledge twelve feet height. Then smear up a short slab past a alder ledge and on to the upper face. Follow three bolts on the smooth face with long moves. Clip the anchor and smile because you got to trad climb on the road system.,After the avalanche scramble up the large scree drainage to the left of the main wall. Marksalot is located just left of the small waterfall (may be dry mid summer).,,",1, 5.10d,"3 bolts, small gear, 2 bolt chain anchor",http://www.mountainproject.com/v/marksalot/109125493,mountainproject.com/v/byron-glacier-wall/108973037,3.0,"After the avalanche scramble up the large scree drainage to the left of the main wall. Marksalot is located just left of the small waterfall (may be dry mid summer).,,",10.0,0,0,1,0,0,0,1.0,55.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Out of the Abyss,The Grindstone,"Boulder, 10'",Alaska,"This one is a great problem, very fun. The gravity pulls you in a strange way when your on the over hang, it looks easy but it's deceiving once your on it. Over the top you really have to reach to grab your hand holds and then put on the power to pull yourself out of gravities grip and over the top. Really had us smiling with its deceptiveness.,Location is the on the backside overhang not quite all the way to the right. Start down in the abyss kinda under the boulder almost, pull up to the overhang, this is when gravity is playing tricks on you, grab for the top lip and then you can find little ledges for your feet before you reach over the top, long reach to grab some good holds to power yourself over ftw.,,",1, V2,"Spotter, Pads",http://www.mountainproject.com/v/out-of-the-abyss/108256939,mountainproject.com/v/the-grindstone/108256006,3.0,"Location is the on the backside overhang not quite all the way to the right. Start down in the abyss kinda under the boulder almost, pull up to the overhang, this is when gravity is playing tricks on you, grab for the top lip and then you can find little ledges for your feet before you reach over the top, long reach to grab some good holds to power yourself over ftw.,,",,0,0,0,0,0,0,,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Back to Work,The Grindstone,"Boulder, 20'",Alaska,"This was the first route we looked at and the last one we sent. We toyed around with several angles before deciding how to conquer it. It's proble the most sketchy landing on the rock and the farthest fall into the least friendly talus. ,Route is located front and center on the boulder, start off the pointy rock below, left foot on the ledge under the nose, left hand in a two finger hole and right hand inside the crack above your head, the first move you have to pull up and get your right foot high onto the nose and then left hand moves up to a little point sticking straight up, from there you follow the nose up to the top there is several different holds up high depending on your size and how it feels,,",1, V4,"Spotter, Pads",http://www.mountainproject.com/v/get-back-to-work/108257168,mountainproject.com/v/the-grindstone/108256006,4.0,"Route is located front and center on the boulder, start off the pointy rock below, left foot on the ledge under the nose, left hand in a two finger hole and right hand inside the crack above your head, the first move you have to pull up and get your right foot high onto the nose and then left hand moves up to a little point sticking straight up, from there you follow the nose up to the top there is several different holds up high depending on your size and how it feels,,",,0,0,0,0,0,0,,20.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just One More,Byron Glacier Wall,"Sport, 1 pitch, 80'",Alaska,"Just One More starts on mossy foot holds to make the first clip on top of a bulge 10' up. Then climb stright up smooth slip and slide type fetcher to a vegitated ledge. From here go right over two more bulges and on to the anchor at the top of the rock formation.,After crossing the stream and debris pile on the approach trail continue up valley a few hundred yards. The main wall is the lowest rock formation on the mountain and is made of a smooth, triangle shape cliff. Scramble to the base of the arete and look up to see the first bolt of Crisco Kid. Walk right, up hill 200' to Just One More. Once you pass a broken section of wall it will be the second of two routes. This is the last climb on this section of the cliff.,,",2, 5.10a,"8 bolts, 2 bolt chaing anchor",http://www.mountainproject.com/v/just-one-more/109131348,mountainproject.com/v/byron-glacier-wall/108973037,2.5,"After crossing the stream and debris pile on the approach trail continue up valley a few hundred yards. The main wall is the lowest rock formation on the mountain and is made of a smooth, triangle shape cliff. Scramble to the base of the arete and look up to see the first bolt of Crisco Kid. Walk right, up hill 200' to Just One More. Once you pass a broken section of wall it will be the second of two routes. This is the last climb on this section of the cliff.,,",10.0,0,1,0,0,0,0,1.0,80.0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indian Crack,Byron Glacier Wall,"Trad, 1 pitch",Alaska,"Indian Crack starts climbing over a bulge to get into a large open book. Follow the dihedral of great rock that looks mean past a few small roofs. Good steaming, Jams and Lay-back are available on this route. Be careful not to let the rope push you gear to far back into the crack. After leaving the gigantic flakes cut left to the anchor.,This route is located further right than indicated in the Alaska Rock Climbing Guide. Walk left half a rope length from the small drainage that splits the two main climbing faces.,,",1, 5.9,"Gear to 3"", 2 bolt chain anchor.",http://www.mountainproject.com/v/indian-crack/109124422,mountainproject.com/v/byron-glacier-wall/108973037,4.0,"This route is located further right than indicated in the Alaska Rock Climbing Guide. Walk left half a rope length from the small drainage that splits the two main climbing faces.,,",9.0,0,0,1,0,0,0,1.0,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Icky Thump,Byron Glacier Wall,"Sport, 1 pitch, 55'",Alaska,"Icky Thump has a a belay bolt three feet off the ground. Start on smooth fetchers trending up and right. This route has hangers spaced very close together. Follow the hangers to a two bolt with old tat anchor.,After crossing the stream and debris pile on the approach trail continue up valley a few hundred yards. The main wall is the lowest rock formation on the mountain and is made of a smooth, triangle shape cliff. Scramble to the base of the arete and look up to see the first bolt of Crisco Kid. Icky Thump is the first route you will encounter.,,",2, 5.11a,"8 bolts, 2 bolt anchor with old slings",http://www.mountainproject.com/v/icky-thump/109126269,mountainproject.com/v/byron-glacier-wall/108973037,4.0,"After crossing the stream and debris pile on the approach trail continue up valley a few hundred yards. The main wall is the lowest rock formation on the mountain and is made of a smooth, triangle shape cliff. Scramble to the base of the arete and look up to see the first bolt of Crisco Kid. Icky Thump is the first route you will encounter.,,",11.0,0,1,0,0,0,0,1.0,55.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ho Hum,Byron Glacier Wall,"Sport, 1 pitch",Alaska,"Ho Hum is the right most climb at the crag. It starts on a face just right of the arete with the first bolt being 12 off the ground. This climb angles up and right on good, round, polished holds and ledges. Clip 4 bolts before mounting the arete and running things out to the anchor.,These two routs are located 100' up and right of the main Byron Wall on a small cliff. You can walk straight to the wall from the river bed or traverse under the main crag. Ho Hum is the right most climb at the crag.,,",1, 5.8,"4 bolts, 2 bolt anchor",http://www.mountainproject.com/v/ho-hum/109131797,mountainproject.com/v/byron-glacier-wall/108973037,1.0,"These two routs are located 100' up and right of the main Byron Wall on a small cliff. You can walk straight to the wall from the river bed or traverse under the main crag. Ho Hum is the right most climb at the crag.,,",8.0,0,1,0,0,0,0,1.0,,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dynamo Hum,Byron Glacier Wall,"Sport, 1 pitch, 95'",Alaska,"Dynamo Hum starts to the right of the slab. Climb onto a bulge and clip the first bolt located 25' up the wall. Then climb straight up the face on smooth technical slab moves. Finnish by smearing up and right on a waterside like rock after a ledge, that will bring you to the anchor.,After the avalanche scramble up the large scree drainage to the left of the main wall. Dynamo Hum is located on the right side of the slab at the bottom of a small drainage.,,",1, 5.11a,"8 bolts, 2 bolt chain anchor",http://www.mountainproject.com/v/dynamo-hum/109126081,mountainproject.com/v/byron-glacier-wall/108973037,3.0,"After the avalanche scramble up the large scree drainage to the left of the main wall. Dynamo Hum is located on the right side of the slab at the bottom of a small drainage.,,",11.0,0,1,0,0,0,0,1.0,95.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Crossover,Byron Glacier Wall,"Sport, 1 pitch, 45'",Alaska,"Cross over starts on medium sized crimbs to the first bolt located 10' up the wall. Then climb over cool quartzite stripes to a side pull and bolt number two. Pull over a bulge and continue up smooth face moves right of running water in the wet season (year round at Byron).,After crossing the stream and debris pile on the approach trail continue up valley a few hundred yards. The main wall is the lowest rock formation on the mountain and is made of a smooth, triangle shape cliff. Scramble to the base of the arete and look up to see the first bolt of Crisco Kid. Crossover is the last roue on the main wall. It is about 120' right of the trail and cliff intersection.,,",3,5.10a,"5 bolts, 2 bolt chain anchro.",http://www.mountainproject.com/v/crossover/109130251,mountainproject.com/v/byron-glacier-wall/108973037,2.7,"After crossing the stream and debris pile on the approach trail continue up valley a few hundred yards. The main wall is the lowest rock formation on the mountain and is made of a smooth, triangle shape cliff. Scramble to the base of the arete and look up to see the first bolt of Crisco Kid. Crossover is the last roue on the main wall. It is about 120' right of the trail and cliff intersection.,,",10.0,0,1,0,0,0,0,1.0,45.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungry Time,Byron Glacier Wall,"Sport, 1 pitch, 95'",Alaska,"The first bolt of Hungry Time is located 18' off the deck. Pull on good hold to reach the first clip. More good holds bring you past a bulge to a ledge and up a ledge. Finish on slaby climbing to the anchor up about 95'. This climb is a bit runnout.,After crossing the stream and debris pile on the approach trail continue up valley a few hundred yards. The main wall is the lowest rock formation on the mountain and is made of a smooth, triangle shape cliff. Scramble to the base of the arete and look up to see the first bolt of Crisco Kid. Walk 100' to the right and look up 18' for the first clip on top of a bulge.,,",2,5.10a/b,"7 bolts, 2 bolt chain anchor.",http://www.mountainproject.com/v/hungry-time/109130234,mountainproject.com/v/byron-glacier-wall/108973037,3.0,"After crossing the stream and debris pile on the approach trail continue up valley a few hundred yards. The main wall is the lowest rock formation on the mountain and is made of a smooth, triangle shape cliff. Scramble to the base of the arete and look up to see the first bolt of Crisco Kid. Walk 100' to the right and look up 18' for the first clip on top of a bulge.,,",10.0,0,1,0,0,0,0,1.0,95.0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Astroglide,Byron Glacier Wall,"Sport, 1 pitch",Alaska,"Astroglide starts left of the arete on a mossy section of rock. The first rusty bolt is located 8' off the deck. Pull past a small roof and on rounded arete that reminded me of a whales back. Smear you way up the the anchor.,These two routs are located 100' up and right of the main Byron Wall on a small cliff. You can walk straight to the wall from the river bed or traverse under the main crag.,,",1, 5.10a,"6 bolts, 2 bolt anchor",http://www.mountainproject.com/v/astroglide/109131506,mountainproject.com/v/byron-glacier-wall/108973037,3.0,"These two routs are located 100' up and right of the main Byron Wall on a small cliff. You can walk straight to the wall from the river bed or traverse under the main crag.,,",10.0,0,1,0,0,0,0,1.0,,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Black Pudding,Byron Glacier Wall,"Sport, 1 pitch, 60'",Alaska,"Black Pudding climbs a smooth in-cut fetcher left of the bolt line. The first clip is located eight feet off the deck. Pull very smooth and sloping holds straight up to the anchor sheared with Icky Thump.,After crossing the stream and debris pile on the approach trail continue up valley a few hundred yards. The main wall is the lowest rock formation on the mountain and is made of a smooth, triangle shape cliff. Scramble to the base of the arete and look up to see the first bolt of Crisco Kid. Black Pudding is the second route you will encounter.,,",2, 5.11c,"6 bolts, two bolt anchor with tat",http://www.mountainproject.com/v/black-pudding/109126396,mountainproject.com/v/byron-glacier-wall/108973037,3.0,"After crossing the stream and debris pile on the approach trail continue up valley a few hundred yards. The main wall is the lowest rock formation on the mountain and is made of a smooth, triangle shape cliff. Scramble to the base of the arete and look up to see the first bolt of Crisco Kid. Black Pudding is the second route you will encounter.,,",11.0,0,1,0,0,0,0,1.0,60.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40 lbs,40 years,"Boulder, Alpine, 1 pitch, 9'",Alaska,"Sit start off of big hold up arete using super slopers.,Left side of boulder one.,,",1, V2-,pad,http://www.mountainproject.com/v/40-lbs/107315128,mountainproject.com/v/40-years/107315124,2.0,"Left side of boulder one.,,",,0,0,0,0,0,0,1.0,9.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Amway,Byron Glacier Wall,"TR, 1 pitch, 90'",Alaska,"Amway is a TR only and is reached by climbing Hungry Time on right to a shared anchor. Start climbing the ramp to the left of Hungry Time before starting up a steep rock face with smooth holds. Pass a bulge on the face before reaching the anchor.,After crossing the stream and debris pile on the approach trail continue up valley a few hundred yards. The main wall is the lowest rock formation on the mountain and is made of a smooth, triangle shape cliff. Scramble to the base of the arete and look up to see the first bolt of Crisco Kid. Walk 95' to the right and look up 18' for the first clip on top of a bulge.,,",1, 5.10d,2 bolt chain anchor.,http://www.mountainproject.com/v/amway/109325391,mountainproject.com/v/byron-glacier-wall/108973037,2.0,"After crossing the stream and debris pile on the approach trail continue up valley a few hundred yards. The main wall is the lowest rock formation on the mountain and is made of a smooth, triangle shape cliff. Scramble to the base of the arete and look up to see the first bolt of Crisco Kid. Walk 95' to the right and look up 18' for the first clip on top of a bulge.,,",10.0,1,0,0,0,0,0,1.0,90.0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
High Speed Dirt ,Kiliak Wall,"Sport, 110'",Alaska,"Climb a dirty arete for 30 feet then the awesome begins. climb on super jugs and stellar in-cut edges along a crack system to you right for the most part. This may feel spacey for the gym climber, but it's one of the best lines at the wall! Watch for some loose holds at the top. Bring webbing or cord to replace exist anchor mank. lower with a 70m rope ,from the path to the wall, head right this is the first line you you'll see. starts on a dirty arete then cuts left., ,70m rope",6, 5.8+,"11 bolts, two bolt anchor.",http://www.mountainproject.com/v/high-speed-dirt-/108340197,mountainproject.com/v/kiliak-wall/108339771,2.8,"from the path to the wall, head right this is the first line you you'll see. starts on a dirty arete then cuts left., ,70m rope",8.0,0,1,0,0,0,0,,110.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Makin Hole aka The Dorsal Fin,Green Gully,"Sport, 1 pitch, 110'",Alaska,"Start on a slab with big knobs and climb to a dirty ledge. Move left to a short crack, place a 3"" cam to keep from plastering onto the ledge and pull onto the face. Follow perfectly spaced bolts and pins on a clean and wonderfully featured face. Looks like a slab, climbs like a face. All bolts were replaced 7/5/14 courtesy of the ASCA.,Up hill from Blue Berry Crack and on the right side of the the gully's base. Climb sits on a proud piece of rock with a short white roof on the left side of the base.,,",2, 5.10c,"9 bolts, 2 pins, one 3"" cam, 2 bolt rap anchor",http://www.mountainproject.com/v/makin-hole-aka-the-dorsal-fin/109195153,mountainproject.com/v/green-gully/108036717,4.0,"Up hill from Blue Berry Crack and on the right side of the the gully's base. Climb sits on a proud piece of rock with a short white roof on the left side of the base.,,",10.0,0,1,0,0,0,0,1.0,110.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Blue Berry Crack,Green Gully,"Trad, 50'",Alaska,"This is an interesting little route and kind of unique for hatcher pass. Climb a short section of overhanging ground to a ledge. Proceed up a fist to OW crack and transitioning to layback and a difficult mantle at the top. ,Located at the very bottom of the gully on the hikers left.,,",4, 5.11c,"Nuts, cams to 4-5in",http://www.mountainproject.com/v/blue-berry-crack/108036720,mountainproject.com/v/green-gully/108036717,3.8,"Located at the very bottom of the gully on the hikers left.,,",11.0,0,0,1,0,0,0,,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green lightning ,Green Gully,"Trad, 1 pitch, 100'",Alaska,"This is a fun jug/hand jamming pitch that traverses underneath the large roof at the top of the Green Gulley. It is a great way to get to the Pie or Rebecca's Roof. ,At the top of the Green Gully climb a 5.6ish pitch to a gear belay. Belay underneath the large roof belay and clip a fixed snarg and climb up then traverse left for about 100 feet.,small to fist size cams. A fixed Snarg (bomber) and some pins.,",2,5.10+,small to fist size cams. A fixed Snarg (bomber) and some pins.,http://www.mountainproject.com/v/green-lightning-/108312428,mountainproject.com/v/green-gully/108036717,4.0,"At the top of the Green Gully climb a 5.6ish pitch to a gear belay. Belay underneath the large roof belay and clip a fixed snarg and climb up then traverse left for about 100 feet.,small to fist size cams. A fixed Snarg (bomber) and some pins.,",10.0,0,0,1,0,0,0,1.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Danger Maus,Green Gully,"Trad, 100'",Alaska,"The climb ascends a steep green and grey slab past a single bolt to gain some ""interesting"" steep climbing to reach the top of the wall. ,Located about 1/2 way up the green gully on the hikers left. Look for the single bolt down low.,",2, 5.11+,Gear to two inches. 2 bolt anchor.,http://www.mountainproject.com/v/danger-maus/108036739,mountainproject.com/v/green-gully/108036717,3.0,"Located about 1/2 way up the green gully on the hikers left. Look for the single bolt down low.,",11.0,0,0,1,0,0,0,,100.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Son of Dino,Dino Head,"Sport, 1 pitch, 55'",Alaska,"This route starts at a nice belay on top of the wooden dam that dot put in to keep the trail from falling down to the highway. Climb up a white streak on crimpy holds. Clip two bolt before gaining the ledge. The upper section of this climb is the crux with smooth, steep climbing just below the anchor.,5 bolts, 1 bolt+ 1 bolt chain anchor,",1, 5.11b,"5 bolts, 1 bolt+ 1 bolt chain anchor",http://www.mountainproject.com/v/son-of-dino/108967049,mountainproject.com/v/dino-head/107137336,2.0,,11.0,0,1,0,0,0,0,1.0,55.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Unknown 2,Dino Head,"Sport, 1 pitch",Alaska,"To access this line follow the main trail to where it meets the cliff then cut right along the rock face 200'. This route starts 10' to the right of Dino's Milkmaid. The first bolt is located 10' off the deck on a face of crimpy sharp holds that lead to an easy aret. Follow this up and past a large ledge with midget pines to a second face. Climb this to an anchor missing on hanger. You may be able to rappel off the large pine located twenty feet right of the top of this route or scramble down the gullys and ledges.,,",1, 5.8,"11 bolts, 2 bolt- 1 hanger anchor",http://www.mountainproject.com/v/unknown-2/108967138,mountainproject.com/v/dino-head/107137336,1.0,,8.0,0,1,0,0,0,0,1.0,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Suffering Simians,Dino Head,"Sport, 1 pitch, 90'",Alaska,"Steep start into a horizontal crack, then some remaining 5.10 face to a set of chains which are quite a ways left of the route, shared with Dino Later. This route has an extension that continues straight up from the 7th bolt to a two bolt anchor.,,",4,5.10,12 bolts with two bolt anchor.,http://www.mountainproject.com/v/suffering-simians/108189778,mountainproject.com/v/dino-head/107137336,2.2,,10.0,0,1,0,0,0,0,1.0,90.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40 Stones,40 years,"Boulder, Alpine, 1 pitch, 11'",Alaska,"Sit start with left hand on same starting hold as 40lbs and head right up thin face.,,",1, V2-3,pad,http://www.mountainproject.com/v/40-stones/107315150,mountainproject.com/v/40-years/107315124,2.0,,,0,0,0,0,0,0,1.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Wave Dino,Dino Head,"Sport, 1 pitch",Alaska,"New Wave Dino starts under a small roof. The first bolt is located seven feet high and is painted black. Clip this with a runner or unclip to reduce rope drag. Pull the first section of steep climbing, shake out on a middle section of less than vertical then get your pump on with a second section of purple collored overhanging rock with bulges up to the anchor.,,",2, 5.12a,"10 bolts, 2 bolt chain anchor",http://www.mountainproject.com/v/new-wave-dino/108967097,mountainproject.com/v/dino-head/107137336,2.5,,12.0,0,1,0,0,0,0,1.0,,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mama's Boy,Dino Head,"Sport, 1 pitch",Alaska,"Mama's Boy is located 45' right of the first two upright handrail bolts. Start up white, broken rock and climb loose holds to the right of a crack. The first bolt is located 13 feet up the cliff. Some small gear can be used to protect the start of this route and keep climbers off the highway. Follow bolts past smooth bulges and onto the upper aret that leads to a anchor 150' up the cliff. This route requires a two rope rappel or a hike off. Look out for falling rock when pulling the rope.,18 bolts, 1 bolt+ 1 bolt chain anchor,",2,5.8+,"18 bolts, 1 bolt+ 1 bolt chain anchor",http://www.mountainproject.com/v/mamas-boy/108967113,mountainproject.com/v/dino-head/107137336,1.0,,8.0,0,1,0,0,0,0,1.0,,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Dino,Dino Head,"Sport, 50'",Alaska,"Start just to the left of a waist level belay bolt on purple and green rock. Climb crimps and cool fins on rock that is becoming better with traffic. There is a small runout between the 4th and 5th bolt on easy climbing. A good warm up and beginner lead.,Far left side of the crag. Follow the trail through bushes and scramble onto a ledge with a single aspen tree. This is the right of the two routes.,,",2,5.8+,"6 bolts, 2 bolt rap anchor",http://www.mountainproject.com/v/lost-dino/109007633,mountainproject.com/v/dino-head/107137336,1.5,"Far left side of the crag. Follow the trail through bushes and scramble onto a ledge with a single aspen tree. This is the right of the two routes.,,",8.0,0,1,0,0,0,0,,50.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
